"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0,-5.673503884709,-13.6758106013133,-14.5712766859125,-18.2463469248095,-20.9120119937695,-26.5854679044138,-22.094062100768,-17.7962877266871,-15.8976588856186,-20.2119058744272,-24.729968596345,-26.6465678440829,-24.2209251641621,-20.2237738349452,-16.5036679546366,-14.2219150470127,-16.4272458837729,-17.3023926246736,-13.1323704526624,-12.8405108838451,-7.87449035579968,-10.7744026300471,-5.44364046624326,-1.47900437206602,-6.84137239107148,-11.2696486721623,-6.62743858440805,-9.55173811683107,-4.08760988735528,-5.24460192753991,0.176853559525599,4.21423478915004,-1.05465387949243,2.99620197790483,-3.64092338516626,-0.350253661667173,-0.396231780584441,4.72047042983932,0.480278561927037,5.42991190545256,2.79506746738228,1.18346921624807,8.01422790413561,6.30699183862472,1.89180462183623,-1.79781879265889,3.14185254669198,-0.163829964615382,2.92331471281325,-2.21149366628176,-8.70769945616142,-10.2248471310446,-14.2118967509687,-16.6945720255745,-23.3175177288551,-23.5780651443892,-23.7808068650732,-20.2846577129382,-23.683294851191,-23.7697298770459,-21.6101123569215,-17.2286046805109,-16.5483662938207,-19.1170191376367,-23.2073385266748,-22.3557353373314,-22.0833441016878,-19.6040450711552,-22.7075826638613,-27.2107349000376,-31.5049233155679,-38.4330747006443,-41.5923802745207,-36.600758218642,-30.4139727908688,-26.5376721062655,-29.7973134632634,-25.7691097724013,-32.3334325045935,-31.5404396794376,-26.1079908880792,-28.7753020570508,-28.1459645177597,-31.2509041666048,-34.3015603507285,-38.102041441071,-35.1720135744485,-40.2524165974043,-44.8147474815529,-51.350447455667,-45.4222063986622,-46.8583851304969,-50.5354704053746,-56.3169735116445,-59.2924395152661,-55.4338273349728,-51.7151382552576,-57.4332212881377,-52.7875773656755
0,5.51163556989437,9.20456308584042,8.99497266823027,6.4519483249226,11.5627598129877,9.66625748236696,15.0612356989331,19.6768706692142,17.2232945047236,32.9142397499634,47.7991243469891,50.5186069039473,50.9512765537683,50.5229558054547,48.2816657157273,49.5047958465811,48.4110978073959,53.2409727185513,50.3107562199807,45.0079549922863,41.5112856479038,41.443180138106,40.8976550367241,42.7463789253958,41.6822667160312,46.9172726220143,52.8573300205009,46.6870245676322,47.2811371715853,50.9275605545081,56.9352499050635,59.4709323368397,55.312675225723,52.0994163039245,53.6505014126269,49.446012389401,63.2098672504841,73.6285408353904,87.1458237031556,101.714900883642,113.732667619978,130.839956088244,146.504239407544,159.585395589272,163.534535841576,168.147886675642,163.340392313079,160.960956603876,157.925584645091,173.016002876597,184.874806492658,207.048107078461,202.653180256546,207.343852551895,201.716521918706,200.846585656293,202.179373825016,205.983661843149,203.819296658418,223.069181642426,238.866220639672,234.409658302558,235.106117246142,236.51468799606,233.086249781793,228.224806749396,234.454246386647,230.18893270068,224.406422271861,229.281486180145,233.996908831849,237.579751899363,243.626206464438,239.007378519889,236.375711773426,240.844888665482,234.937216883098,229.769111524002,227.253607352174,220.478356838683,222.441313340577,221.666840315737,225.76500399741,230.489539100655,225.312784874267,231.120837643233,227.251364643037,229.437939092095,232.45409800489,229.614740845456,230.37789261434,231.69807182227,226.975115270481,220.88577072515,220.117716153659,225.200294400078,220.904724064309,215.445320182268,214.595290371404
0,19.3419624847069,18.4714485604284,21.5260088532379,16.9587176273156,19.0013164009066,23.2643801101932,25.6459480156417,30.338273060616,32.1029057227787,36.0057968691601,39.532724686431,42.0138054725637,48.2324153011578,54.7329874975535,52.6054225462984,58.5974224277872,53.5654205460362,57.8772521000945,56.0474818883123,61.8114971478079,62.9505458754576,68.7084583914585,65.5201077621076,61.5460542975948,57.8647056213825,52.6675394630286,55.5306082358413,54.0662213859597,55.9351507861434,60.9214131335363,63.945034217753,58.4084230626352,59.1515963018485,63.5728291632877,70.4630277780668,64.6646792733646,70.2097146351888,64.8889857913666,68.9999748196026,68.8466556059001,67.6276777501962,68.5176994592869,62.1543340951152,62.1831279228159,69.2092074246857,65.8097416277934,60.3183214941694,65.0114413002528,60.1314401267715,62.3326709489434,67.686053468681,67.9741103787824,73.467888435167,71.0979398670433,68.2436750692521,72.5879313995644,78.31878337741,82.5317897122715,77.2409903770534,81.0245867303599,85.5890643743961,88.249379898934,85.6442099835955,80.9160186892208,76.3886534183709,76.6029351947125,81.7248050391539,85.3904243699873,84.1921739502379,81.8566360985785,76.0592335495297,79.7953427773914,73.9345451741929,70.4630017347909,69.1169486777297,70.5353423041873,67.3482367936571,70.2635846716435,63.7556313105777,64.0349205974141,58.9892967756322,61.3699765645178,57.1621855764339,62.2049450451652,80.1537851902712,99.3023911796485,118.950806425203,143.065874498642,168.936290492714,173.084556952823,178.232681817242,183.745859471002,189.516879978076,183.806920696158,178.326111165059,184.874173609325,181.300228372553,176.352593120602,172.212590294501
0,3.5050671002698,-0.323756274969463,1.96094590691594,3.87261846625734,5.11326228180162,7.24269407258037,9.01254405459924,5.36297776071573,1.40596826601524,-2.80277518952434,0.693391793441215,4.25407211184115,0.258034557067353,-4.38968627175885,-1.86682688110022,-1.13335571448677,-4.4734029383921,-8.50989876525014,-12.8396077946953,-14.3497680172485,-12.2284262034616,-16.9633987196423,-20.7969163544829,-20.5584475286151,-22.0542832373179,-19.2756924154336,-22.1496460137176,-25.5360473675582,-23.0637050938284,-21.6575746118751,-20.6570613126555,-15.0872344302008,-12.9726641031745,-13.0849428224375,-9.57145963519717,-12.4640428948657,-9.62536295071047,-13.3762675591981,-13.9061378368865,-16.6976494790641,-16.784788257741,-16.2335101140202,-17.2936636640507,-16.3728202705512,-16.6300330332804,-20.5880209294834,-17.0683863792071,-16.1809372120011,-12.6547087507768,-8.56814209825639,-5.24779625023577,-7.00131601155392,-10.0748162248229,-10.9011454245538,-8.24626127047648,-9.19306199074157,-5.41503608480888,-6.69573419878338,-7.74508176457244,-9.76098801234525,-3.28686668911625,0.218632762273089,2.29400090683001,6.36678289779657,7.19716235307418,7.0941145076857,8.46756037342615,11.4180098059829,10.9115644309982,7.14435474338005,10.8691070827087,9.0830331342727,10.0682443463041,10.3314336014575,14.8872932919891,14.2322322797619,14.3796488283856,16.8863239464496,11.863746521865,12.5190152660905,10.6262793115696,12.695485552544,14.2891324930593,16.2174192895333,14.3719804382816,11.8680245508825,15.4760312730004,15.5271676652138,16.7742455557285,15.9082472200136,14.294969993832,19.7746629207537,22.6658972644942,26.2234820712592,30.1216586606113,31.7793319210107,27.4101357432243,30.9314381098405,35.2399468220809
0,19.6703832919318,42.4427698452075,65.5182768375318,80.6620822318019,98.9157849899449,119.640763941085,139.4559942716,156.084156812664,154.283091316047,150.458020384136,150.994288980728,151.325394543026,147.142433925001,150.62857320026,146.856724124456,141.187163454418,142.572901205755,144.556176097394,144.891498664818,139.397701481725,160.259862825602,179.495368444795,202.628211857152,198.121462144198,193.971135871669,188.862546011741,193.52305205281,197.605364522066,193.630665964465,187.793209800907,193.514059868621,198.903939698045,201.539578991044,196.184445101319,189.724629002407,184.964092077634,189.859264060375,189.119245569984,184.936287436526,191.469594446028,188.721776442966,185.74573940525,179.329379003888,177.040997330301,181.014506048626,185.596707579796,188.860311174312,192.268735273694,189.190848528268,184.8047447213,183.491452985478,179.443395566305,183.650115307929,184.224815061346,186.369907898512,192.694368846535,197.89627879433,197.937510459088,201.987132136141,203.009929298065,206.998710230593,206.994850490778,210.202940564921,207.399876976351,213.083436466029,207.492951040256,208.539594579967,203.850626725698,209.27125106345,205.428709440064,208.041996490014,211.240692021094,206.382661825482,210.526763843708,214.495753802122,220.39181851825,217.422801142613,211.409126420454,206.014620599252,207.680554280244,211.091650198755,208.525907527282,207.964683167235,202.190963170722,201.540810039556,201.583892203731,207.661401355287,210.204316761498,206.425043060787,209.054146726718,214.684514325989,218.835817331471,216.865269418238,213.294145048964,215.556036055799,221.254371248176,225.662439043819,223.574309439752,219.359740564156
0,-18.452633254661,-30.1324095388128,-46.6354584195881,-42.4949542523944,-37.7804635411805,-32.1039915387715,-33.7091226104522,-31.3374132413176,-32.14997298194,-37.786895573306,-30.6323582486915,-27.8706383307459,-23.9490896160529,-20.5856629967093,-18.1295745099677,-13.2294485427623,-17.2113688861629,-12.1414923626631,-8.26846168181901,-11.9046694265205,-28.8909106451879,-46.0358168602812,-63.3890231010099,-78.9838678540209,-71.7776553918061,-67.237572506501,-73.4020569145978,-79.9511197323914,-82.979695332177,-78.2507807603729,-83.6106552369877,-84.7731276355336,-80.0289199383075,-75.9365010722315,-74.4978645471223,-69.1034161666195,-65.4841309280413,-65.4038575328166,-68.7720496774654,-62.8235319023179,-63.0028464438417,-59.3938553703997,-65.3693704403606,-62.9098889080405,-68.992830903604,-70.1534878107665,-66.3028181951163,-60.7522864375985,-57.2681793667118,-56.9269150309939,-61.377453410404,-60.7157584254921,-60.4244129545818,-56.0366115115921,-51.1629918628098,-45.1581795534761,-43.6937356298075,-41.8498576974486,-38.6239925565267,-43.1104212185505,-37.0610950883613,-31.3608170114405,-30.7616094132953,-46.3196523444507,-59.6197183348104,-61.6095628228589,-61.1581016317068,-66.1772054639269,-71.0264533585313,-66.5436213198008,-61.91610691198,-62.2957216667133,-57.1749776525193,-55.1521544152757,-48.494902205705,-49.8332206208661,-47.073728825577,-48.9229237118916,-49.6745191095352,-53.4523096148195,-48.1155160657171,-48.8136840806449,-43.9421783195494,-37.8224205232002,-37.2752854124048,-42.7335048136844,-43.9262372332014,-38.8459471902325,-42.7327998207398,-49.5834491987373,-54.7799060504703,-54.3948161595992,-50.2144657170592,-53.7660417765651,-58.0235078124043,-52.5713833761814,-54.3293434282264,-50.6433690246749,-55.3346031523005
0,4.69839487084973,8.04450760777937,11.3428370098199,6.37111302974998,2.01052826841823,6.39625581849122,3.48407975846873,-2.11543865834293,-0.706447505070082,1.16632343029588,2.25459918796923,7.6197592255023,11.0715506849306,7.78333365914899,2.77023876174948,-1.20368301537337,-1.90053021550149,0.329931350741258,-4.79769041984847,-8.94957529860533,-7.80598915169417,-8.0511718130663,-12.4261461110704,-11.0698416179823,-4.75021147541563,-9.20384761850137,-14.4908962945475,-20.8086400879248,-26.0352821836013,-26.139096998388,-31.6720074494135,-36.25472600779,-35.4708941770965,-33.5746181122275,-29.1216457214349,-31.9116396407647,-36.3717222872784,-37.4122626671878,-32.7731761496423,-36.3241364429257,-39.7373380270304,-36.4818245736116,-40.7847671991021,-43.6978960340069,-41.2475702015169,-35.4771831121752,-30.497445920283,-32.33030280259,-32.950465191133,-36.0440665391037,-41.6359665772311,-37.0297137807067,-34.0614395248284,-33.64990435076,-28.0771254012002,-29.0575599205376,-24.5053920453036,-26.5956371047615,-30.7246535323801,-32.1563554051231,-28.3573914940097,-22.6227284252876,-29.1485267168937,-34.0379822843789,-29.3328161006745,-34.4013178488232,-28.6427583527531,-32.0977652274683,-28.4456859031139,-23.3138584507158,-21.1170208569321,-21.2703926606433,-26.381275878593,-20.7993294983215,-23.7766882034507,-19.5825969686225,-17.3313308548136,-18.6794009376212,-17.2624954310338,-20.3874558144359,-25.0947753804294,-30.6097087907936,-14.6908968999387,0.738699214042384,18.3065832665747,34.5296904601997,29.5160910533508,26.7968753804582,41.6840018868056,44.0318377834775,39.2538566042065,38.4991832587915,33.8039112992032,34.3485647135919,32.44386898697,28.4313718907169,25.4628101948832,22.9367309836531,26.4730743618479
0,19.0231124242026,38.7575255465619,42.7398198412712,44.9672459501647,48.54190309437,51.1183921950931,54.2532649203532,57.8442063872527,57.4508947442334,62.059692414764,63.2353786879205,58.0961962812474,52.7369320835339,47.4277790751277,49.7998362198269,46.1715476976245,47.5709065013832,46.1130315626626,46.7858835172777,52.7466940466998,56.602114903765,55.0015007852654,80.1806978449732,98.0286918730307,119.72205474639,139.380963250388,158.645916910805,176.892140921006,196.967732834157,193.273059685839,197.674532382697,199.999764628164,203.514984971805,203.67096709859,203.881567884336,207.210837401614,202.665212947384,207.063590799765,207.061519053814,225.32269863096,246.328264071087,269.964865668613,289.71679064748,305.733458776124,303.783361298911,308.143962721655,309.804342274807,312.2808795941,317.882597891536,320.839598841465,324.910942667005,324.702855120206,322.603532053775,325.150675911215,321.755418776657,321.45421460982,326.54605119997,330.282344513565,328.130719399365,325.229618257833,326.029083369053,324.831014428202,350.176170240077,370.357120771181,390.109078216746,413.648397093507,415.260532305194,414.518477676552,415.866154556879,415.586942834018,412.555784068339,417.63621800898,416.827646245683,412.014583335874,413.833430109549,411.675479827372,416.141379370358,419.015559834645,415.318215543637,410.693162167944,411.548431900405,411.60709203802,410.22783441854,405.001843388781,408.207179734491,410.072373536813,410.267763390193,406.932276603213,412.345733760782,410.755955265152,411.629238559421,417.492893068813,422.42650874714,423.25045846297,426.18367590982,425.071342110199,428.448165175185,432.476888169626,434.294233271267
0,14.3702724123584,32.1562325320261,48.9375362671479,66.5537224339323,80.859270164642,95.836199256684,112.538348700443,113.297367677675,112.755208010299,116.769857403395,118.074540092929,116.190005505512,113.759606882407,110.808916621023,107.282859116791,113.266210528235,112.847571221306,111.800117905992,112.804951105289,111.55822472422,113.669644729555,108.34802532158,106.651992026481,108.309627220713,111.586045502849,111.620095902662,108.131550199737,102.976192301534,98.3955016880754,95.5798660600815,96.1771944865774,94.3935284002336,97.8280815066558,100.567125194318,105.216851662431,105.898475209446,105.119040850255,105.386998528095,103.077391006871,99.6179416465184,103.744108856704,104.626110986109,106.569169919479,105.796542469638,107.112980146433,103.615184430883,100.755242486318,103.052848029196,105.617959069151,100.909853762489,105.289230363036,100.433747587065,94.6582394725911,90.981400273795,84.8912818028438,82.1572550117318,85.845641202212,81.2124373502517,80.6878890366772,79.6024370813697,82.4481027876108,78.4710030718237,78.7371074558811,81.2223055158467,78.8411735895373,76.7712215332221,76.0464526128286,71.5347812811598,70.5043212313623,68.5946805122016,68.3781600735526,65.3158474338142,61.5394765103778,64.5615302270692,66.5981603310078,68.0291416948526,70.7968061617085,75.0627425614695,70.7091622922096,73.6683526448271,69.302478686156,73.6458961850279,72.3914738886887,75.6588226529401,70.3276821184449,69.6413955327659,85.236388765437,85.637713512856,84.3271235216751,80.3204376981693,77.8662406589272,77.9354468645148,81.5060603474033,81.0544363290835,82.2512512981744,84.0482573260273,84.9215225303682,86.8346249576978,86.7928064349715
0,-1.83973459251227,0.188518027411189,-1.37422145188498,1.46226779774065,3.98632158694889,6.59267427080192,8.5670359805007,7.76419044845466,8.48932979011021,9.3665102953742,11.3568921117181,11.0585297399713,9.94284511267322,6.43708272342721,6.88407763552063,4.27120059917218,9.39478733426841,5.43841523958842,2.3229455521501,-1.72512670239141,3.17234617386807,0.50695106735044,-3.92764330979172,-6.54734062082609,-1.52198458215996,-2.62671699435984,-4.50491119534893,-0.183374287793122,2.26320066502404,5.94955006431108,4.73812105218821,4.09249525760226,5.3301314919845,3.30515070812588,-2.13672666818176,-3.96769957227965,1.52216433049405,-2.06939655676342,-4.59261765549752,-7.36891683166005,-10.1800538052645,-8.08499589528035,-3.86220711041508,-9.16698093113838,-7.76863296983634,-1.43234457020788,-3.15788315647805,-5.40495948257232,-0.745309185264346,-6.41904204575558,-12.1934409819665,-8.775758293357,-4.37894759640689,-6.64137087023277,-3.29260249652377,-7.15344133302292,-1.17404610676394,1.18365809251088,-1.79084509437948,-5.31646526358076,-7.75994337293273,-7.52095688807612,-8.42141644665227,-12.0686802345269,-10.8070554352421,-13.7506832195917,-16.4367139333071,-14.4037040915594,-18.2588561565705,-13.6328765101385,-13.3639528959538,-12.5067097577444,-8.56147697088497,-11.0871616297898,-14.3581872069131,-19.5509414710808,-18.8132947536979,-20.8432796393088,-22.8131924937677,-28.0490417665163,-31.5580622414317,-28.6689095899898,-29.135383695971,-32.79065603331,-36.9831449106623,-41.75107679264,-44.3730304583126,-47.690803869347,-44.0002204817288,-40.8841225807359,-42.3181552057682,-46.9333356714878,-51.8980580996738,-57.6898846915281,-53.2384543033176,-55.8403184662384,-52.6076622390897,-51.443192063392,-47.3930247583745
